t,symbol,r
1707186,France 40,1.0005314225157562
1707195,Japan 225,-1.069567442864003
1707200,Japan 225,-1.0695674428640431
1707202,France 40,2.9151327891650647
1707203,US Tech 100,-1.024354732793083
1707205,Germany 40,-1.0202528217015088
1707206,UK 100,-1.0708175699055023
1707208,Germany 40,1.1422147575224417
1707208,Wall Street 30,2.967350238916314
1707209,US Small Cap 2000,2.9419446648922896
1707209,US SP 500,2.9453930573551426
1707214,US Small Cap 2000,0.4051921901329633
1707214,Wall Street 30,-1.0326497610838188
1707219,US Tech 100,-1.024354732793093
1707225,France 40,1.3720812567320395
1707227,US Small Cap 2000,-1.0580553351077118
1707227,US Tech 100,-1.024354732792999
1707228,Wall Street 30,-1.032649761083765
1707231,US SP 500,-1.0546069426446647
1707231,US Tech 100,2.9756452672070144
1707231,Japan 225,-1.069567442864011
1707232,US Small Cap 2000,-0.37462918590405675
1707233,Germany 40,0.2920483614888044
1707233,France 40,0.5711815607478566
1707236,UK 100,0.7391960435968903
1707252,Wall Street 30,0.4137587974085184
1707267,UK 100,-0.39951535847658987
1707267,US Tech 100,-0.827029980071368
1707268,US SP 500,-0.5025559371353535
1707269,France 40,-1.0848672108350532
1707292,Germany 40,-1.0202528217013638
1707293,UK 100,2.9291824300944684
1707293,France 40,-1.0848672108349355
1707298,US Tech 100,-1.0243547327929499
1707301,US Small Cap 2000,-1.0580553351076687
1707302,Wall Street 30,-1.0326497610835867
1707302,France 40,-1.084867210835044
1707302,Germany 40,-1.0202528217014797
1707310,Wall Street 30,2.9673502389163176
1707310,Germany 40,-1.020252821701289
1707311,US Small Cap 2000,-1.0580553351077022
1707314,Germany 40,2.9797471782986023
1707317,US Small Cap 2000,-1.0580553351076554
1707321,US Small Cap 2000,0.5244756948106625
1707321,US SP 500,1.0273483984741643
1707346,Japan 225,-1.0695674428639521
1707366,Japan 225,-1.0695674428640363
1707373,Germany 40,-1.02025282170118
1707374,US Small Cap 2000,-1.0580553351077144
1707376,France 40,-1.0848672108350241
1707376,UK 100,-1.070817569905533
1707378,Germany 40,2.979747178298748
1707380,US Tech 100,-1.0243547327932212
1707380,US SP 500,0.20067576064769568
1707383,US Small Cap 2000,-1.0580553351076474
1707383,Wall Street 30,-1.0326497610839092
1707384,Germany 40,-1.0202528217014428
1707390,UK 100,-0.6315897159707295
1707390,France 40,-1.0848672108349608
1707395,Wall Street 30,2.9673502389160857
1707395,US Small Cap 2000,2.941944664892285
1707395,France 40,2.915132789165066
1707398,Japan 225,-1.0695674428640363
1707404,US Small Cap 2000,1.6915420808871784
1707408,Wall Street 30,-1.032649761083872
1707417,US Small Cap 2000,0.6889309012161545
1707443,Japan 225,-1.0695674428639894
1707460,France 40,2.9151327891650656
1707460,Germany 40,-1.0202528217014233
1707462,France 40,-1.0848672108349098
1707465,US SP 500,2.9453930573554454
1707465,US Tech 100,2.9756452672070646
1707471,UK 100,-1.0708175699055118
1707471,Germany 40,-0.1082369783757462
1707473,US SP 500,1.7982586311975814
1707473,US Tech 100,0.5102222140786701
1707485,US Small Cap 2000,-1.0580553351076663
1707485,US SP 500,-1.0546069426445277
1707488,Wall Street 30,2.9673502389162203
1707491,UK 100,-1.0708175699054119
1707493,US Tech 100,2.0006331111222546
1707497,Wall Street 30,-1.032649761083686
1707502,Wall Street 30,0.6241477246251446
1707502,US SP 500,0.6587076531201469
1707721,France 40,-1.0848672108349098
1707721,Germany 40,-1.020252821701448
1707722,US Tech 100,2.339418121708094
1707724,UK 100,-1.0708175699055504
1707731,US Small Cap 2000,-1.0580553351076547
1707732,Japan 225,-1.0695674428640793
1707732,US SP 500,-0.19123905308939315
1707746,US SP 500,-1.0546069426447955
1707748,UK 100,0.6610664072866135
1707748,US Small Cap 2000,2.94194466489229
1707749,Wall Street 30,2.967350238916143
1707750,France 40,0.6505282453945074
1707751,Germany 40,0.7093828832230081
1707752,US SP 500,2.9453930573554685
1707752,US Tech 100,2.9756452672069935
1707755,US SP 500,-1.0546069426447133
1707755,Japan 225,-1.0695674428639552
1707755,Wall Street 30,-0.01380685271953421
1707762,US Tech 100,2.9756452672069154
1707762,US SP 500,2.9453930573554175
1707767,Wall Street 30,0.22525688387126241
1707767,US SP 500,0.7784195152579306
1707778,Germany 40,-0.15738105212754558
1707778,UK 100,-1.0708175699053972
1707778,France 40,-1.0848672108350175
1707783,Japan 225,-1.0695674428640125
1707804,UK 100,-1.0708175699055842
1707804,US SP 500,-1.0546069426444782
1707809,UK 100,-1.0708175699055107
1707813,US SP 500,1.7712796253459289
1707813,Wall Street 30,-1.0326497610839296
1707814,France 40,-1.0848672108350255
1707819,US Tech 100,2.9756452672068816
1707822,UK 100,0.6605979888300119
1707827,US Tech 100,-1.024354732793106
1707831,Japan 225,-0.15265682195237087
1707831,US SP 500,2.945393057355377
1707831,US Small Cap 2000,2.9419446648923304
1707831,Wall Street 30,2.9673502389162136
1707832,US Tech 100,-1.0243547327930644
1707832,France 40,-1.084867210835021
1707832,Germany 40,-1.0202528217013367
1707838,US Tech 100,-1.024354732793032
1707838,UK 100,0.3238476462747944
1707840,US SP 500,-1.0546069426446254
1707853,France 40,-1.0848672108350164
1707853,UK 100,-1.0708175699054485
1707853,US Tech 100,-1.0243547327930325
1707854,US Small Cap 2000,-1.0580553351076754
1707858,Japan 225,1.680057954618827
1707893,France 40,2.915132789165005
1707893,Germany 40,-1.0202528217013562
1707894,UK 100,2.929182430094579
1707894,US SP 500,2.945393057355242
1707894,US Tech 100,2.9756452672068807
1707895,US Small Cap 2000,2.941944664892353
1707903,Wall Street 30,-1.0326497610836909
1707903,US Small Cap 2000,-1.058055335107674
1707920,Germany 40,-1.0202528217013394
1707922,Japan 225,-1.0695674428639936
1707923,US SP 500,-1.0546069426446139
1707923,US Tech 100,-1.0243547327930316
1707926,US Tech 100,-1.0243547327930542
1707928,Japan 225,-1.0695674428640056
1707928,US SP 500,-1.0546069426446782
1707941,US Small Cap 2000,0.734351580827085
1707941,US SP 500,1.6723899283136965
1707941,Wall Street 30,0.6734320196813797
1707944,Germany 40,0.26340069800382293
1707957,Japan 225,1.5681287115529847
1707968,Japan 225,1.7546537501390262
1707980,France 40,-1.084867210835004
1707981,Germany 40,-1.0202528217013165
1707981,US Tech 100,-1.0243547327930766
1707982,UK 100,2.9291824300944915
1707984,Germany 40,-1.0202528217014528
1707994,Wall Street 30,-1.0326497610838852
1708000,France 40,-1.0848672108349389
1708004,Germany 40,-1.0202528217014835
1708005,France 40,-1.0848672108349653
1708007,US Tech 100,2.97564526720698
1708007,US Small Cap 2000,-1.058055335107667
1708009,Wall Street 30,1.3296301574523888
1708010,US Tech 100,-1.0243547327930609
1708011,UK 100,-1.0708175699054707
1708011,Germany 40,1.2262994610546587
1708017,Japan 225,2.031405704155769
1708017,US Small Cap 2000,2.941944664892334
1708026,Wall Street 30,1.10681410089307
1708039,Japan 225,-1.069567442863977
1708043,France 40,-1.0848672108350312
1708043,Japan 225,-1.0695674428640696
1708051,UK 100,0.6300468839627347
1708051,France 40,0.24027092115709406
1708055,Japan 225,-1.0695674428640105
1708067,US Tech 100,2.975645267207114
1708069,Germany 40,2.9797471782987497
1708069,France 40,-1.084867210834952
1708070,UK 100,-1.070817569905451
1708071,Wall Street 30,-1.0326497610838052
1708071,France 40,-1.0848672108350448
1708072,US Tech 100,1.2466973801461858
1708072,US SP 500,2.9453930573553904
1708083,Germany 40,2.979747178298527
1708085,US Small Cap 2000,2.941944664892305
1708085,US SP 500,2.945393057355374
1708090,US Tech 100,-1.024354732792977
1708092,US Small Cap 2000,-1.0580553351076674
1708092,Wall Street 30,-1.0326497610836958
1708093,France 40,-0.22077868674606407
1708093,Wall Street 30,-1.032649761083697
1708094,Germany 40,-1.0202528217014655
1708094,Japan 225,-1.0695674428640558
1708094,US SP 500,-1.054606942644721
1708095,US Tech 100,-1.0243547327929874
1708101,US SP 500,-1.0546069426447213
1708101,Japan 225,0.7639583003669127
1708101,US Tech 100,-1.0243547327930431
1708112,Wall Street 30,1.118340581404188
1708115,UK 100,0.05073079506476589
1708115,Germany 40,-1.0202528217013471
1708115,France 40,-1.0848672108349984
1708119,US SP 500,-1.0546069426446838
1708119,Japan 225,-1.0695674428640276
1708300,Japan 225,-1.0695674428640236
1708318,Japan 225,0.530432557135925
1708326,France 40,-1.0848672108349353
1708328,US Tech 100,-1.0243547327929294
1708328,Germany 40,-1.020252821701276
1708357,US SP 500,2.9453930573554543
1708358,Wall Street 30,-1.0326497610835828
1708385,France 40,-1.0848672108349886
1708385,Germany 40,-1.0202528217012818
1708387,UK 100,-1.0708175699053846
1708391,UK 100,-1.070817569905555
1708393,France 40,0.29366278802876833
1708409,US Small Cap 2000,2.941944664892302
1708416,France 40,-1.0848672108349213
1708416,US SP 500,-1.0546069426447715
1708416,US Small Cap 2000,-1.0580553351077193
1708416,UK 100,-1.0708175699054077
1708419,France 40,0.09932397149495746
1708420,US Small Cap 2000,-1.0580553351077124
1708421,Wall Street 30,-1.0326497610838496
1708430,UK 100,-1.070817569905471
1708431,US SP 500,-1.0546069426447318
1708432,Germany 40,-1.0202528217014222
1708438,Germany 40,-1.0202528217014522
1708438,UK 100,0.7443025905773113
1708439,US SP 500,1.0169719059083553
1708439,Wall Street 30,-1.032649761083863
1708439,US Tech 100,2.9756452672069256
1708441,Japan 225,1.9510134094934084
1708442,France 40,-0.7501249214028731
1708448,US Tech 100,-1.0243547327930016
1708449,Germany 40,-0.6245493469127756
1708449,Wall Street 30,-1.0326497610837408
1708460,Japan 225,-1.069567442864042
1708478,Japan 225,-1.069567442863983
1708492,UK 100,-1.0708175699054374
1708497,Germany 40,-1.020252821701374
1708498,UK 100,-1.0708175699054374
1708502,UK 100,2.9291824300945613
1708502,France 40,-1.0848672108349515
1708503,Wall Street 30,-1.032649761083891
1708504,US Small Cap 2000,0.7444288282486633
1708507,France 40,-1.084867210834942
1708521,US Small Cap 2000,-1.058055335107659
1708521,US SP 500,-1.0546069426447608
1708524,Germany 40,-1.0202528217014233
1708526,Japan 225,-0.4501452410799357
1708535,US Small Cap 2000,-1.0580553351076891
1708535,US SP 500,-1.0546069426446794
1708535,US Tech 100,2.7307003352292263
1708545,US Small Cap 2000,-1.0580553351076913
1708547,US Tech 100,-1.024354732793061
1708548,Germany 40,-1.020252821701335
1708551,Japan 225,0.7139082068689917
1708588,Germany 40,-1.0202528217014715
1708588,France 40,-1.084867210834989
1708589,US Tech 100,-1.0243547327930167
1708593,Wall Street 30,-1.032649761083748
1708593,US Small Cap 2000,-1.0580553351076682
1708600,UK 100,-1.0708175699054403
1708600,Germany 40,1.4678422565907143
1708600,US SP 500,-1.0546069426446778
1708600,Wall Street 30,1.9361724514176581
1708601,US Tech 100,-1.0243547327930165
1708604,France 40,0.6674325128355553
1708605,US Small Cap 2000,2.941944664892323
1708610,Wall Street 30,-1.0326497610837577
1708610,UK 100,-1.0708175699054494
1708613,Wall Street 30,-1.032649761083854
1708614,US Tech 100,-1.0243547327929647
1708629,US Small Cap 2000,-1.0580553351076936
1708654,Japan 225,1.062758717176069
1708670,UK 100,2.9291824300944587
1708672,Wall Street 30,2.967350238916278
1708675,Germany 40,1.370212122810613
1708677,US Small Cap 2000,2.941944664892366
1708679,UK 100,1.292183515104768
1708679,France 40,-1.0848672108349828
1708696,US Tech 100,-1.0243547327931104
1708697,Wall Street 30,-1.032649761083932
1708697,Japan 225,-1.0695674428640987
1708699,Germany 40,-1.0202528217013744
1708700,US SP 500,-1.0546069426445672
1708700,France 40,-1.084867210834989
1708701,Wall Street 30,-1.0326497610836836
1708702,UK 100,0.8776621140287666
1708702,US Tech 100,2.975645267207038
1708704,US SP 500,-1.0546069426446223
1708905,Japan 225,-1.0695674428640518
1708908,US Tech 100,-0.17059555477248564
1708908,Japan 225,0.4553304447236876
1708908,US SP 500,0.273343665713717
1708908,UK 100,1.6286870788515126
1708909,US Small Cap 2000,-0.3537040478459397
1708930,France 40,-1.0848672108349022
1708933,Germany 40,2.9797471782987635
1708936,Wall Street 30,-1.0326497610836687
1708940,UK 100,-1.070817569905493
1708942,US SP 500,-0.16971335911405788
1708943,Japan 225,-1.0695674428640105
1708948,Germany 40,-1.0202528217012872
1708950,US SP 500,-1.0546069426446392
1708954,US Tech 100,-1.0243547327929845
1708954,US SP 500,-1.054606942644595
1708954,US Small Cap 2000,-1.058055335107696
1708954,Wall Street 30,-1.0326497610837728
1708956,UK 100,-1.0708175699054445
1708957,Wall Street 30,-1.0326497610838865
1708962,UK 100,0.04254321774488773
1708963,France 40,-0.3707777547618307
1708963,Wall Street 30,0.4121876697207389
1708963,US SP 500,0.21490948564407508
1708971,US SP 500,1.7639860503181501
1708971,Japan 225,0.743171855542715
1708971,US Small Cap 2000,-1.058055335107661
1708972,France 40,-1.084867210835037
1708972,Wall Street 30,-1.0326497610836842
1708983,Germany 40,0.30200100659516593
1708995,Japan 225,-1.0695674428640571
1709001,Japan 225,-1.069567442864034
1709001,Germany 40,-1.0202528217012605
1709014,US Tech 100,-1.024354732793092
1709017,France 40,2.9151327891650904
1709018,Germany 40,2.9797471782984735
1709019,US Tech 100,-1.024354732793093
1709019,US Small Cap 2000,-1.0580553351076654
1709021,France 40,-1.08486721083505
1709021,UK 100,-1.0708175699055245
1709026,Germany 40,-0.47993482351958183
1709027,US Tech 100,1.7618449396738614
1709033,UK 100,-1.0708175699055063
1709037,France 40,-1.0848672108349955
1709037,US Small Cap 2000,2.94194466489242
1709037,Germany 40,-1.0202528217014406
1709037,UK 100,-1.070817569905411
1709039,Wall Street 30,2.9673502389160338
1709040,Japan 225,-1.0695674428640378
1709046,Wall Street 30,1.7136185909190225
1709048,US Tech 100,-1.0243547327930274
1709052,US Small Cap 2000,-1.0580553351076805
1709062,US SP 500,2.5010511364699712
1709063,US Tech 100,0.035592304714499846
1709068,Germany 40,0.14449890368620605
1709077,Japan 225,-1.0695674428640451
1709100,US Tech 100,-1.0243547327928917
1709100,US SP 500,2.945393057355325
1709105,Wall Street 30,2.9673502389164974
1709108,France 40,-1.084867210835009
1709109,US Tech 100,2.9756452672070575
1709109,US SP 500,2.9453930573553113
1709112,US SP 500,-1.0546069426447564
1709112,Japan 225,-0.661658530314982
1709113,Wall Street 30,-1.0326497610837897
1709113,US Small Cap 2000,-1.0580553351077082
1709113,US Tech 100,-1.024354732792962
1709113,France 40,-1.0848672108350494
1709117,US SP 500,-0.6606780374932256
1709134,US Small Cap 2000,-0.3163657189091261
1709135,Wall Street 30,1.1187048049329058
1709136,US SP 500,-1.0546069426447073
1709136,US Tech 100,-1.0243547327930052
1709148,Germany 40,-1.0202528217015125
1709148,US SP 500,-1.0546069426447406
1709148,Wall Street 30,-1.0326497610837806
1709148,Japan 225,1.283748900513533
1709153,Wall Street 30,-1.032649761083834
1709154,France 40,-1.084867210834989
1709155,Wall Street 30,-0.716174751421923
1709155,Germany 40,-1.0202528217013538
1709164,Japan 225,-1.0695674428640258
1709167,Japan 225,-1.069567442864014
1709173,Japan 225,-1.069567442864053
1709181,France 40,-1.084867210835076
1709181,UK 100,-1.0708175699055569
1709181,US SP 500,-1.0546069426447142
1709181,Japan 225,1.1071020291894162
1709189,US SP 500,2.9453930573551257
1709189,US Tech 100,2.9756452672068314
1709193,Japan 225,0.8001239902561086
1709193,US SP 500,-0.4165674483522643
1709193,France 40,-1.084867210834991
1709193,Wall Street 30,1.1111570441827856
1709195,Germany 40,0.518577175545957
1709198,France 40,0.779355116507207
1709201,US Small Cap 2000,0.7197164609367311
1709208,Japan 225,-1.069567442864033
1709212,US Small Cap 2000,-1.0580553351076794
1709214,Wall Street 30,-1.0326497610836824
1709214,US Small Cap 2000,-1.0580553351076825
1709215,Japan 225,-1.0695674428640725
1709215,Germany 40,-1.0202528217014846
1709216,US Tech 100,-1.0243547327930889
1709217,US SP 500,-1.054606942644692
1709220,Japan 225,2.930432557135992
1709220,Wall Street 30,-1.0326497610837466
1709224,France 40,-1.0848672108349797
1709224,US SP 500,-1.0546069426446893
1709224,US Tech 100,-1.0243547327930638
1709224,UK 100,-1.0708175699054634
1709224,US Small Cap 2000,-0.19144141261639952
1709226,Wall Street 30,-1.0326497610838232
1709239,Germany 40,-0.23541354162769257
1709280,UK 100,-1.0708175699054918
1709280,Germany 40,-1.0202528217015252
1709280,Wall Street 30,-1.0326497610837244
1709281,US SP 500,-1.0546069426447395
1709281,US Tech 100,-1.02435473279307
1709285,UK 100,-1.0708175699055198
1709288,Japan 225,0.011916716868682935
1709288,US SP 500,-1.0546069426447666
1709288,US Tech 100,-1.0243547327930413
1709288,Germany 40,-1.020252821701318
1709288,US Small Cap 2000,-1.0580553351076845
1709289,UK 100,-1.0708175699054368
1709289,US Tech 100,-1.0243547327930909
1709292,Wall Street 30,-1.032649761083643
1709292,France 40,0.9478696738598809
1709293,UK 100,-1.0708175699055071
1709304,Wall Street 30,-1.0326497610838279
1709304,Germany 40,-1.0202528217013551
1709307,US Small Cap 2000,0.4734283239854578
1709307,Wall Street 30,-1.0326497610837873
1709309,UK 100,-0.13996047316847615
1709309,US Tech 100,2.975645267207003
1709311,Japan 225,2.5368407137536586
1709319,US SP 500,-0.41777613356120863
1709319,US Tech 100,-0.6480249165114393
1709319,Japan 225,-1.0695674428640862
1709508,Japan 225,-1.069567442864009
1709517,UK 100,1.1675727085140046
1709541,US Small Cap 2000,2.9419446648923393
1709546,US Tech 100,-1.0243547327930829
1709546,US SP 500,0.11250614037216682
1709547,US Small Cap 2000,1.2511149981518213
1709550,Wall Street 30,2.967350238915993
1709551,UK 100,1.7627436108927148
1709554,France 40,-1.0848672108349824
1709554,US Tech 100,-1.0243547327930187
1709555,Germany 40,-1.020252821701443
1709559,Wall Street 30,-1.0326497610839493
1709562,France 40,-1.0848672108350175
1709562,US Tech 100,-1.0243547327930487
1709563,Wall Street 30,-1.0326497610837129
1709563,US Small Cap 2000,-1.0580553351076292
1709567,US Small Cap 2000,-1.0580553351076767
1709568,Germany 40,0.14364895489042606
1709572,France 40,-1.0848672108350148
1709580,US Tech 100,-1.0243547327929412
1709580,US SP 500,-1.0546069426445803
1709580,Wall Street 30,-1.0326497610837067
1709580,France 40,-1.0848672108349489
1709586,US Tech 100,0.9480189768349114
1709593,France 40,1.7224647326778202
1709601,Japan 225,-1.0695674428640667
